id,intent,query
D011,ANOMALY_CHECK,"Etcher 14번의 챔버 압력이 점화 직후 10초간 계단형으로 출렁입니다. 같은 레시피로 두 런 연속 재현, 엔드포인트 SNR 20% 하락. 펌프 응답/가스 전환/매칭 튜너 로그를 교차 확인해 즉각 보전 필요성을 판단해 주세요."
D012,ANOMALY_CHECK,"Wet 6번에서 드라이 후 잔류 수분 알람이 특정 캐리어에서만 발생합니다. 동일 캐리어 두 런 재현, 타 캐리어 정상. 캐리어 홀/회전 균형/노즐 분사 맵 불일치를 중심으로 즉시 점검 필요 여부를 판단해 주세요."
D013,ANOMALY_CHECK,"CVD 13번에서 히터 존 간 온도 편차가 스펙 상한 근처까지 증가했습니다. 첫 런 정상, 이후 런 편차 확대 추세. 히터 드라이브 전류/써미스터 캘리브 상태 확인해 즉시 다운 필요성을 판단해 주세요."
D014,ANOMALY_CHECK,"PVD 9번에서 진공 회복 시간이 특정 로드록 포트 사용 시에만 지연됩니다. 같은 포트 재현, 파티클도 소폭 증가. 포트 씰/오링/밸브 동작 로그로 즉시 교체 필요 여부를 판단해 주세요."
D015,ANOMALY_CHECK,"Photo 6번에서 레티클 교체 후 샷 경계부 오버레이 잔차가 급증했습니다. 동일 레티클로 두 런 재현, 타 레티클 정상. 레티클 클리닝/클램프/스테이지 진공 로그를 확인해 즉시 점검 필요 여부를 알려 주세요."
D016,ANOMALY_CHECK,"RTP 8번에서 램프다운 구간 온도 흔들림이 특정 레시피에서만 발생합니다. 동일 레시피/캐리어 두 런 재현. 램프 제어/열전대/냉각풍 제어 로그로 제어 루프 이상 여부와 즉시 점검 필요성을 판단해 주세요."
D017,ANOMALY_CHECK,"Etcher 2번에서 RF_Power 리플이 특정 가스 조합에서만 커집니다. 동일 조합 두 런 재현, 오버에칭 위험. 스펙트럼/광학 게인/발광 트렌드로 센서 문제 vs 조건 문제를 구분하고 즉시 점검 필요 여부를 판단해 주세요."
D018,ANOMALY_CHECK,"CVD 10번의 링 온도 센서가 간헐적으로 튀며, 해당 시점 막두께 국부 불균일이 동반됩니다. 센서 케이블 접촉/노이즈/열적 불안정 중 유력 원인을 로그로 판정하고 즉시 보전 필요 여부를 알려 주세요."
D019,ANOMALY_CHECK,"PVD 12번에서 타겟 교체 후 첫 4런 정상, 이후 두 런만 목표 대비 3% 저막 발생. 진공 회복/전력 램프/배기 로그를 교차해 설비 이상인지 초기 컨디셔닝 이슈인지 구분하고 즉시 점검 필요 여부를 판단해 주세요."
D020,ANOMALY_CHECK,"Implanter 9번에서 빔 스캐닝 각도 특정 구간에서만 도즈 편차가 반복됩니다. 동일 위치 두 런 재현. 스캐너 모터/자석 전류/챔버 압력 동기 로그를 분석해 원인 후보와 보전 필요 여부를 판단해 주세요."

D021,PREDICTION,"Etcher 5번 RF_Power 리플이 완만히 증가 중입니다. 같은 추세 지속 시 48시간 내 엔드포인트 실패 확률과 오버에칭 가능성을 예측해 주세요. 레시피별 민감도와 임계 시점도 함께 제시 바랍니다."
D022,PREDICTION,"CVD 2번 히터 존 간 온도 차가 하루 0.2℃씩 벌어집니다. 24/48/72시간 막두께 균일도 악화 확률과 수율 하락폭을 범위로 추정하고, MFC 재보정 시나리오 비교 예측을 제공해 주세요."
D023,PREDICTION,"Photo 11번 포커스 보정 주기가 점차 짧아집니다. 다음 교대까지 오버레이 품질 저하와 리워크 증가 가능성을 확률로 제시하고, 위험 마스크군을 표시해 주세요."
D024,PREDICTION,"Wet 3번 회전 안정도 지표(RMS)가 교대마다 0.1씩 상승합니다. 72시간 내 워터마크 불량률 임계치 초과 확률과 개입 임계 시점을 예측해 주세요. 용액 교체 이벤트 영향도 분리해 주세요."
D025,PREDICTION,"PVD 1번 진공 회복 시간 분산이 점진적으로 커집니다. 다음 2일간 파티클 지표 악화 확률과 예상 UPH 손실 범위를 예측하고, 로드록 포트 사용 패턴에 따른 위험도 차이를 제시해 주세요."
D026,PREDICTION,"Diffusion 8번 램프다운 속도가 완만히 느려집니다. 산화 두께 산포 스펙 상한 접근 시점과 수율 리스크를 시간대별로 예측해 주세요. 팬 속도/배기 압력 변화 반영 부탁드립니다."
D027,PREDICTION,"CMP 6번 압력 피드백 응답이 점점 느려집니다. 현 추세 유지 시 패드 마모/디싱 불량률 상승 시점과 위험도를 12시간 단위로 예측해 주세요. 슬러리 공급 고정 조건도 반영해 주세요."
D028,PREDICTION,"Etcher 9번 매칭 튜너 셋틀 시간이 길어지는 추세입니다. 다음 주 초까지 엔드포인트 실패 확률과 오버에칭 가능성을 예측하고 레시피별 취약도를 제시해 주세요."
D029,PREDICTION,"CVD 5번 Gas_Flow 튐이 미세하게 증가 중입니다. 48시간 연속 운전 시 막두께 산포 악화 정도와 임계 시점을 정량 예측해 주세요. 지난주 MFC 캘리브 이력도 반영 바랍니다."
D030,PREDICTION,"Photo 2번 오버레이 보정 호출 빈도가 증가합니다. 24/48시간 내 품질 저하와 리워크 증가 확률을 범위로 예측해 주세요. 온습도/진동 외란 지표를 포함해 주세요."
D031,PREDICTION,"PVD 7번 진공 회복 시간에 6시간 주기 패턴이 보입니다. 같은 패턴 유지 시 이틀 간 파티클 악화 확률과 생산 영향(UPH 손실)을 예측해 주세요. 포트 사용률 시나리오도 비교해 주세요."
D032,PREDICTION,"Wet 10번 용액 온도 오버슈트가 하루 평균 0.2℃씩 증가합니다. 36시간 내 워터마크 불량률 상승 가능성과 개입 임계 시점을 확률로 제시해 주세요."
D033,PREDICTION,"Diffusion 11번 산소 유량 평균은 정상이나 분산이 늘었습니다. 일주일 운전 시 산화 두께 산포가 스펙을 벗어날 확률과 위험 진입 날짜를 예측해 주세요."
D034,PREDICTION,"Implanter 3번 빔 안정도가 소폭 악화 중입니다. 일주일 누적 도즈 편차가 규격 상한에 접근할 확률과 운영 가능한 잔여 기간을 예측해 주세요. 소스 교체 2주 전 이력 반영 바랍니다."
D035,PREDICTION,"RTP 4번 램프업-소크 구간 온도 편차가 특정 존에서만 늘어납니다. 48시간 내 시트저항 산포 악화 확률과 개입 필요 시점을 예측해 주세요."
D036,PREDICTION,"Etcher 12번 RF_Power 리플 표준편차가 교대 전후 10%p씩 넓어집니다. 다음 교대까지 엔드포인트 실패 확률을 예측하고 취약 레시피를 표시해 주세요."
D037,PREDICTION,"CVD 8번 히터 존 간 온도 차가 선형 증가세입니다. 24/48/72시간 막두께 균일도 악화 확률과 수율 하락폭을 예측해 주세요."
D038,PREDICTION,"Photo 13번 포커스 드리프트 보정 간격이 짧아집니다. 36시간 내 품질 저하 확률과 생산 영향 범위를 예측해 주세요. 환경 외란을 변수로 포함해 주세요."
D039,PREDICTION,"CMP 9번 패드 컨디 이후 엔드포인트 변동성이 완만히 증가 중입니다. 다음 48시간 품질 리스크와 개입 임계 시점을 예측해 주세요."
D040,PREDICTION,"Etcher 1번 오버레이 영향이 큰 레시피군에서 엔드포인트 드리프트가 증가합니다. 72시간 내 리워크 증가 가능성을 확률로 예측해 주세요."

D041,CONTROL,"Wet 12번 회전 안정도 개선을 위해 서보 파라미터/가속도 프로파일 단계 적용안을 주세요. 안전 범위/적용 순서/모니터링 포인트와 실패 시 롤백 기준을 포함해 제어안을 제시해 주세요."
D042,CONTROL,"CVD 6번 Gas_Flow 튐 억제를 위해 MFC 램프/압력 보상/알람 재설정을 통합 적용하려 합니다. 단계별 절차/합격 기준/인터락 조건을 포함한 제어안을 제시해 주세요."
D043,CONTROL,"Etcher 9번 엔드포인트 SNR 개선을 위해 광학센서 게인/필터 대역/매칭 튜너를 소폭 조정하고자 합니다. 적용 순서/검증 스텝/자동 원복 로직을 포함한 제어안을 제시해 주세요."
D044,CONTROL,"PVD 5번 타겟 컨디셔닝 조건(전력/시간/압력)을 재설계해 파티클을 낮추고 처리량 저하를 최소화하려 합니다. 사전 점검/위험 완화/합격 기준을 포함한 제어안을 제시해 주세요."
D045,CONTROL,"Implanter 13번 도즈 편차를 줄이기 위해 빔 포커스/스캔 속도/웨이퍼 온도를 순차 조정하려 합니다. 상호작용 고려 권장 순서와 단계별 합격 기준을 포함한 제어안을 제시해 주세요."
D046,CONTROL,"Diffusion 5번 램프다운 안정화를 위해 온도 프로파일을 미세 보정하려 합니다. 변경 폭/미니런 검증/원복 기준을 포함한 안전한 제어안을 제시해 주세요."
D047,CONTROL,"Etcher 4번 오버에칭 방지를 위해 RF_Power와 가스 유량을 소폭 조정하는 방안을 검토 중입니다. 적용 순서/인터락/롤백 기준을 포함한 제어안을 제시해 주세요."
D048,CONTROL,"CMP 11번 엔드포인트 산포를 줄이기 위해 압력/회전수 피드백 게인과 슬러리 유량 보정 로직을 단계 적용하려 합니다. 안전 한계와 검증 스텝이 포함된 제어안을 제시해 주세요."
D049,CONTROL,"CVD 9번에서 MFC 필터 교체 전 임시 제어 전략이 필요합니다. 압력/온도 보상과 알람 한계 재설정 포함 단기 제어안을 제시해 주세요."
D050,CONTROL,"Photo 14번 스테이지 어라인먼트 반복성 향상을 위해 보정 루틴 업데이트를 진행하려 합니다. 보정 순서/재시도 규칙/성공 기준을 포함한 제어안을 제시해 주세요."
D051,CONTROL,"PVD 6번 진공 회복 지연 시 자동 셋백 후 복귀하는 상태머신을 설계해 주세요. 조건식/타임아웃/알람 처리 로직이 포함된 제어안을 제시해 주세요."
D052,CONTROL,"Etcher 15번 엔드포인트 안정화를 위해 광학 센서 노이즈 필터 조정과 RF 피드백 게인 수정이 필요합니다. 단계별 절차와 안전 한계를 포함한 제어안을 제시해 주세요."
D053,CONTROL,"Wet 10번에서 서보 제어 파라미터 보정으로 회전 진동을 줄이려 합니다. 온더플라이 조정 절차/인터락/모니터링 포인트를 포함한 제어안을 제시해 주세요."
D054,CONTROL,"Implanter 2번 도즈 균일도 개선을 위해 어벌추어/스캔 속도/온도 제어를 병행하려 합니다. 상호작용 고려한 단계적 제어안을 제시해 주세요."
D055,CONTROL,"Diffusion 7번 산소 유량 제어 개선으로 시트저항 변동을 줄이고자 합니다. 보상 게인/샘플링 주기 변경안과 시뮬레이션 검증을 포함한 제어안을 제시해 주세요."
D056,CONTROL,"CVD 11번 가스 라인 압력 변동 보상을 위한 PID 파라미터 미세 조정이 필요합니다. 적용 순서/안전 한계/롤백 기준을 포함한 제어안을 제시해 주세요."
D057,CONTROL,"Etcher 1번 엔드포인트 검출 안정화를 위해 레시피 파라미터를 소폭 조정하려 합니다. RF/가스 변경 값과 예상 리스크를 포함한 제어안을 제시해 주세요."
D058,CONTROL,"CMP 5번 슬러리 온도 제어 오버슈트 억제를 위해 제어 주기/필터/알람을 재설정하려 합니다. 단계별 적용과 검증 스텝을 포함한 제어안을 제시해 주세요."
D059,CONTROL,"PVD 3번 타겟 컨디셔닝 전력 램프를 변경해 파티클을 낮추고자 합니다. 처리량 저하 최소화 시퀀스와 합격 기준을 포함한 제어안을 제시해 주세요."
D060,CONTROL,"Photo 9번 포커스 보정 루틴 호출 조건을 완화해 반복성을 개선하려 합니다. 실패 시 자동 원복 로직과 성공 기준을 포함한 제어안을 제시해 주세요."

D061,INFORMATION,"지난 24시간 Etcher 라인의 RF_Power 관련 알람을 장비/레시피/시간대 기준으로 피벗 요약해 주세요. MTTR과 조치 이력 링크도 포함해 요약 리포트를 정리해 주세요."
D062,INFORMATION,"CVD 3/7/12번의 최근 일주일 막두께 균일도 분포와 Gas_Flow 알람 타임라인을 한 화면으로 정리해 주세요. 임계치 대비 여유도/레시피 버전 주석을 포함해 정리해 주세요."
D063,INFORMATION,"PVD 4번의 지난 72시간 진공 레벨/배기 상태/타겟 사용량 트렌드와 파티클 지표 상관을 요약해 주세요. 이상 구간에 북마크를 달아 정리해 주세요."
D064,INFORMATION,"Photo 1/9/14번의 지난 3일 어라인먼트 실패 사례를 마스크/레시피별로 분류해 원인/조치/리워크 여부를 표로 정리해 주세요."
D065,INFORMATION,"CMP 2/6/11번 패드 교체 전/후 엔드포인트 분포, 슬러리 유량, 스크래치 지표를 비교 리포트로 만들어 주세요. 이상 구간 주석과 합격 기준을 포함해 요약해 주세요."
D066,INFORMATION,"Diffusion 9번의 최근 48시간 온도 프로파일 재현성(존-투-존, 런-투-런)과 산화 두께 결과 상관을 도표로 요약해 주세요. 레시피별 차이를 함께 정리해 주세요."
D067,INFORMATION,"Wet 5/10/14번 회전 안정도와 세척 불량률의 상관 요약을 요청합니다. 시간 구간별 상관계수/산점도와 주요 이슈 타임라인을 표와 링크로 정리해 주세요."
D068,INFORMATION,"Implant 1번 장비 최근 한 달 도즈 편차 상위 10개 런과 공정 조건(에너지/도즈/각도)을 표로 정리해 주세요. 재발 방지 조치 여부도 메모로 정리해 주세요."
D069,INFORMATION,"Metrology 4번 CD_SEM 포커스 드리프트 보정 이력/보정 후 잔차를 요약해 주세요. 공정 피드백에 사용된 사례를 표시해 주세요."
D070,INFORMATION,"전체 라인 지난 24시간 주요 알람 TOP 10과 평균 해소 시간(MTTR)을 대시보드 형식으로 요약해 주세요. 장비군/레시피 필터를 포함해 정리해 주세요."
D071,INFORMATION,"Etcher 6번의 최근 72시간 RF/압력/엔드포인트 상관관계를 업데이터하고 대표 스캐터 플롯 링크를 제공해 주세요. 이상 구간 주석 포함 요약을 정리해 주세요."
D072,INFORMATION,"CVD 1/5/9번 일주일 막두께 균일도/알람 타임라인을 한 화면으로 정리해 주세요. 레시피 버전과 이상 구간 주석을 붙여 요약 리포트를 만들어 주세요."
D073,INFORMATION,"Photo 라인 전체 지난 24시간 어라인먼트 실패 사례를 장비/레시피/마스크 기준으로 피벗 요약해 주세요. 리워크 여부와 MTTR을 표로 정리해 주세요."
D074,INFORMATION,"RTP 2/6/8번의 소크 구간 온도 분산과 시트저항 결과를 비교 요약해 주세요. 이상 시간대와 조치 이력을 함께 정리해 주세요."
D075,INFORMATION,"PVD 2/6/11번의 진공 레벨/타겟 사용량/파티클 지표를 비교 리포트로 작성해 주세요. 포트별 사용 패턴과 트렌드 주석을 포함해 정리해 주세요."
D076,INFORMATION,"Wet 12번의 회전 안정도 개선 전후 트렌드와 불량률 변화를 요약해 주세요. 적용된 제어 변경 이력과 효과를 표로 정리해 주세요."
D077,INFORMATION,"Diffusion 4/7/11번의 램프다운 재현성 지표와 산화 두께 산포를 지난 3일 기준으로 요약해 주세요. 레시피별 차이를 함께 정리해 주세요."
D078,INFORMATION,"CMP 3/5/9번의 패드 상태/엔드포인트 분포/스크래치 지표를 종합 요약해 주세요. 교체 주기와 성능 변화 메모를 포함해 주세요."
D079,INFORMATION,"Etcher 1/12/15번의 엔드포인트 실패 사례와 알람/조치 이력을 표로 정리해 주세요. 레시피별 취약도도 요약해 주세요."
D080,INFORMATION,"CVD 10/12/13번의 히터 존 편차/막두께 균일도/Gas_Flow 알람을 한 페이지 개요로 요약해 주세요. 임계치 대비 여유도와 링크 포함 정리해 주세요."

D081,OPTIMIZATION,"Etcher 6번에서 라인 속도를 유지하면서 엔드포인트 안정화를 달성할 RF/가스/압력 **최적안**을 제안해 주세요. 기대 개선폭과 검증 런 수를 수치로 제시해 최적안을 제안해 주세요."
D082,OPTIMIZATION,"Wet 8번 세척 효율/회전 안정도/처리량을 함께 개선하는 용액 농도/온도/회전수 **다목적 최적화** 결과를 제안해 주세요. 리스크와 예상 개선폭을 표로 정리해 최적안을 제안해 주세요."
D083,OPTIMIZATION,"PVD 7번에서 막두께 산포와 파티클을 동시에 낮추는 전력/시간/압력 조합의 **파레토 프론트**를 제시해 주세요. UPH 영향도 포함한 최적안을 제안해 주세요."
D084,OPTIMIZATION,"Photo 12번에서 포커스/오버레이 품질을 유지하면서 보정으로 인한 스루풋 저하를 최소화하는 **최적 보정 주기**를 제안해 주세요. 후보군과 개선폭을 수치로 제시해 주세요."
D085,OPTIMIZATION,"Diffusion 1번에서 산화 두께 산포와 사이클 타임을 동시에 낮추는 램프업/램프다운/산소 유량의 **최적 조합**을 제시해 주세요. 검증 계획과 안전 한계를 포함해 주세요."
D086,OPTIMIZATION,"Implanter 11번에서 도즈 균일도와 처리량을 함께 끌어올리는 스캔 속도/빔 안정화/웨이퍼 온도의 **다목적 최적화안**을 제시해 주세요. 파일럿 검증 계획 포함 바랍니다."
D087,OPTIMIZATION,"CMP 9번에서 엔드포인트 산포/스크래치 지표/처리량을 균형 있게 개선하는 압력/회전수/슬러리 유량의 **최적 파라미터 셋**을 제시해 주세요. 트레이드오프와 기대 개선폭을 수치로 주세요."
D088,OPTIMIZATION,"CVD 4번에서 막두께 산포와 에너지 사용량을 동시에 낮추는 히터 존/Gas_Flow/압력 **최적 조합**을 제안해 주세요. 생산성 영향(UPH)도 함께 평가해 주세요."
D089,OPTIMIZATION,"Etcher 1번에서 엔드포인트 안정성과 라인 속도의 트레이드오프를 최소화하는 **최적 파라미터 셋**을 제안해 주세요. 검증 런 수와 기대 수율 개선을 제시해 주세요."
D090,OPTIMIZATION,"Wet 13번에서 세척 효율 유지 + 회전 안정도/처리량 동시 개선을 위한 **다목적 최적화 계획**을 제안해 주세요. DoE 설계와 기대 개선폭을 정리해 주세요."
D091,OPTIMIZATION,"PVD 3번에서 파티클과 막두께 산포를 함께 줄이는 전력/시간/압력 **파레토 최적안**을 제시해 주세요. 적용 순서와 리스크 완화도 포함해 주세요."
D092,OPTIMIZATION,"Photo 8번 보정 주기를 최적화해 품질/스루풋 균형을 맞추는 **최적 스케줄**을 제안해 주세요. 후보 주기와 예상 개선폭을 수치로 제시해 주세요."
D093,OPTIMIZATION,"Diffusion 6번에서 산화 품질과 사이클 타임을 동시에 개선하는 램프/유량 **최적 설계**를 제안해 주세요. 안전 한계와 파일럿 계획을 포함해 주세요."
D094,OPTIMIZATION,"Implanter 7번에서 처리량 유지 상태에서 도즈 균일도를 개선하는 **최적 시퀀스**(스캔/온도/빔 안정화)를 제안해 주세요. 수치 목표와 검증 런을 포함해 주세요."
D095,OPTIMIZATION,"CMP 2번에서 엔드포인트 산포, 패드 수명, 처리량 간 **파레토 프론트**를 도출해 주세요. 권장 운전점과 기대 개선폭을 제안해 주세요."
D096,OPTIMIZATION,"CVD 12번에서 Gas_Flow 튐 억제와 막두께 균일도 개선을 모두 달성하는 **최적 MFC/압력/온도 조합**을 제시해 주세요. 생산 영향 평가 포함 바랍니다."
D097,OPTIMIZATION,"Etcher 16번에서 라인 속도/품질/알람 빈도 간 **다목적 최적화**를 수행해 권장 파라미터 셋을 제안해 주세요. 리스크와 롤백 기준도 포함해 주세요."
D098,OPTIMIZATION,"Wet 2번에서 회전 안정도/세척 효율/에너지 사용량 간 **트레이드오프 최소** 운전점을 제안해 주세요. 수치 목표와 검증 절차를 포함해 주세요."
D099,OPTIMIZATION,"PVD 10번에서 타겟 컨디셔닝 시간/전력/압력의 **최적 조합**으로 파티클을 낮추고 처리량을 유지하는 방안을 제안해 주세요. 기대 개선폭을 수치로 주세요."
D100,OPTIMIZATION,"Photo 5번에서 오버레이/포커스 품질을 유지하면서 보정 작업으로 인한 스루풋 저하를 최소화하는 **최적 보정 전략**을 제안해 주세요. 후보안과 수치 근거를 제시해 주세요."
